Month,Fish_Weight,Survival_Rate,Age_Months,Temperature,Dissolved_Oxygen,pH,Salinity (ppt)
May,262.05,92.93,1.0,26.6,6.68,7.89,3.28
May,262.05,92.93,1.0,26.6,6.68,7.89,0.46
May,262.05,92.93,1.0,26.6,6.68,7.89,1.94
May,262.05,92.93,1.0,26.6,6.68,7.89,4.04
May,262.05,92.93,1.0,26.6,6.68,7.89,2.22
May,262.05,92.93,1.0,26.6,6.68,7.89,4.99
May,262.05,92.93,1.0,26.6,6.68,7.89,2.84
May,262.05,92.93,1.0,26.6,6.68,7.89,1.67
May,262.05,92.93,1.0,26.6,6.68,7.89,1.18
May,262.05,92.93,1.0,26.6,6.68,7.89,1.82
May,262.05,92.93,1.0,26.6,6.68,7.89,1.93
May,262.05,92.93,1.0,26.6,6.68,7.89,0.44
May,262.05,92.93,1.0,26.6,6.68,7.89,1.91
May,262.05,92.93,1.0,26.6,6.68,7.89,2.37
May,262.05,92.93,1.0,26.6,6.68,7.89,3.64
May,262.05,92.93,1.0,26.6,6.68,7.89,3.32
May,262.05,92.93,1.0,26.6,6.68,7.89,3.57
May,262.05,92.93,1.0,26.6,6.68,7.89,0.14
May,262.05,92.93,1.0,26.6,6.68,7.89,1.17
May,262.05,92.93,1.0,26.6,6.68,7.89,3.34
May,262.05,92.93,1.0,26.6,6.68,7.89,2.47
May,262.05,92.93,1.0,26.6,6.68,7.89,0.13
May,262.05,92.93,1.0,26.6,6.68,7.89,4.04
May,262.05,92.93,1.0,26.6,6.68,7.89,3.89
May,262.05,92.93,1.0,26.6,6.68,7.89,2.79
May,262.05,92.93,1.0,26.6,6.68,7.89,0.43
May,262.05,92.93,1.0,26.6,6.68,7.89,3.86
May,262.05,92.93,1.0,26.6,6.68,7.89,2.96
May,262.05,92.93,1.0,26.6,6.68,7.89,3.93
May,262.05,92.93,1.0,26.6,6.68,7.89,3.78
May,262.05,92.93,1.0,26.6,6.68,7.89,4.03
May,262.05,92.93,1.0,26.6,6.68,7.89,2.64
May,262.05,92.93,1.0,26.6,6.68,7.89,0.79
May,262.05,92.93,1.0,26.6,6.68,7.89,3.39
May,262.05,92.93,1.0,26.6,6.68,7.89,3.14
May,262.05,92.93,1.0,26.6,6.68,7.89,3.74
May,262.05,92.93,1.0,26.6,6.68,7.89,0.93
May,262.05,92.93,1.0,26.6,6.68,7.89,1.06
May,262.05,92.93,1.0,26.6,6.68,7.89,4.46
May,262.05,92.93,1.0,26.6,6.68,7.89,3.77
May,262.05,92.93,1.0,26.6,6.68,7.89,4.55
May,262.05,92.93,1.0,26.6,6.68,7.89,3.82
May,262.05,92.93,1.0,26.6,6.68,7.89,3.03
May,262.05,92.93,1.0,26.6,6.68,7.89,3.31
May,262.05,92.93,1.0,26.6,6.68,7.89,4.46
May,262.05,92.93,1.0,26.6,6.68,7.89,2.94
May,262.05,92.93,1.0,26.6,6.68,7.89,3.2
May,262.05,92.93,1.0,26.6,6.68,7.89,0.87
May,262.05,92.93,1.0,26.6,6.68,7.89,2.42
May,262.05,92.93,1.0,26.6,6.68,7.89,3.61
May,262.05,92.93,1.0,26.6,6.68,7.89,1.43
May,262.05,92.93,1.0,26.6,6.68,7.89,1.09
May,262.05,92.93,1.0,26.6,6.68,7.89,1.64
May,262.05,92.93,1.0,26.6,6.68,7.89,1.28
May,262.05,92.93,1.0,26.6,6.68,7.89,1.15
May,262.05,92.93,1.0,26.6,6.68,7.89,2.18
May,262.05,92.93,1.0,26.6,6.68,7.89,4.55
May,262.05,92.93,1.0,26.6,6.68,7.89,2.58
May,262.05,92.93,1.0,26.6,6.68,7.89,1.02
May,262.05,92.93,1.0,26.6,6.68,7.89,0.48
May,262.05,92.93,1.0,26.6,6.68,7.89,3.51
May,262.05,92.93,1.0,26.6,6.68,7.89,1.98
May,262.05,92.93,1.0,26.6,6.68,7.89,4.13
May,262.05,92.93,1.0,26.6,6.68,7.89,3.33
May,262.05,92.93,1.0,26.6,6.68,7.89,4.0
May,262.05,92.93,1.0,26.6,6.68,7.89,1.43
May,262.05,92.93,1.0,26.6,6.68,7.89,3.49
May,262.05,92.93,1.0,26.6,6.68,7.89,1.39
May,262.05,92.93,1.0,26.6,6.68,7.89,4.7
May,262.05,92.93,1.0,26.6,6.68,7.89,3.22
May,262.05,92.93,1.0,26.6,6.68,7.89,1.69
May,262.05,92.93,1.0,26.6,6.68,7.89,1.42
May,262.05,92.93,1.0,26.6,6.68,7.89,1.04
May,262.05,92.93,1.0,26.6,6.68,7.89,3.5
May,262.05,92.93,1.0,26.6,6.68,7.89,1.17
May,262.05,92.93,1.0,26.6,6.68,7.89,3.02
May,262.05,92.93,1.0,26.6,6.68,7.89,1.4
May,262.05,92.93,1.0,26.6,6.68,7.89,3.34
May,262.05,92.93,1.0,26.6,6.68,7.89,4.09
May,262.05,92.93,1.0,26.6,6.68,7.89,3.91
May,262.05,92.93,1.0,26.6,6.68,7.89,3.83
May,262.05,92.93,1.0,26.6,6.68,7.89,1.02
May,262.05,92.93,1.0,26.6,6.68,7.89,0.53
May,262.05,92.93,1.0,26.6,6.68,7.89,3.52
May,262.05,92.93,1.0,26.6,6.68,7.89,1.9
May,262.05,92.93,1.0,26.6,6.68,7.89,2.22
May,262.05,92.93,1.0,26.6,6.68,7.89,0.25
May,262.05,92.93,1.0,26.6,6.68,7.89,1.37
May,262.05,92.93,1.0,26.6,6.68,7.89,0.27
May,262.05,92.93,1.0,26.6,6.68,7.89,4.41
May,262.05,92.93,1.0,26.6,6.68,7.89,1.29
May,262.05,92.93,1.0,26.6,6.68,7.89,2.83
May,262.05,92.93,1.0,26.6,6.68,7.89,0.29
May,262.05,92.93,1.0,26.6,6.68,7.89,3.37
May,262.05,92.93,1.0,26.6,6.68,7.89,1.68
May,262.05,92.93,1.0,26.6,6.68,7.89,4.5
May,262.05,92.93,1.0,26.6,6.68,7.89,4.45
May,262.05,92.93,1.0,26.6,6.68,7.89,1.69
May,262.05,92.93,1.0,26.6,6.68,7.89,4.51
May,262.05,92.93,1.0,26.6,6.68,7.89,4.98
May,262.05,92.93,1.0,26.6,6.68,7.89,4.14
May,262.05,92.93,1.0,26.6,6.68,7.89,4.24
May,262.05,92.93,1.0,26.6,6.68,7.89,1.32
May,262.05,92.93,1.0,26.6,6.68,7.89,2.93
May,262.05,92.93,1.0,26.6,6.68,7.89,0.43
May,262.05,92.93,1.0,26.6,6.68,7.89,0.57
May,262.05,92.93,1.0,26.6,6.68,7.89,4.99
May,262.05,92.93,1.0,26.6,6.68,7.89,1.7
May,262.05,92.93,1.0,26.6,6.68,7.89,3.77
May,262.05,92.93,1.0,26.6,6.68,7.89,4.05
May,262.05,92.93,1.0,26.6,6.68,7.89,4.3
May,262.05,92.93,1.0,26.6,6.68,7.89,4.99
May,262.05,92.93,1.0,26.6,6.68,7.89,1.28
May,262.05,92.93,1.0,26.6,6.68,7.89,0.3
May,262.05,92.93,1.0,26.6,6.68,7.89,2.11
May,262.05,92.93,1.0,26.6,6.68,7.89,0.74
May,262.05,92.93,1.0,26.6,6.68,7.89,0.21
May,262.05,92.93,1.0,26.6,6.68,7.89,1.87
May,262.05,92.93,1.0,26.6,6.68,7.89,3.94
May,262.05,92.93,1.0,26.6,6.68,7.89,2.87
May,262.05,92.93,1.0,26.6,6.68,7.89,1.63
May,262.05,92.93,1.0,26.6,6.68,7.89,3.31
May,262.05,92.93,1.0,26.6,6.68,7.89,1.24
May,262.05,92.93,1.0,26.6,6.68,7.89,0.17
May,262.05,92.93,1.0,26.6,6.68,7.89,3.85
May,262.05,92.93,1.0,26.6,6.68,7.89,3.16
May,262.05,92.93,1.0,26.6,6.68,7.89,3.84
May,262.05,92.93,1.0,26.6,6.68,7.89,0.29
May,262.05,92.93,1.0,26.6,6.68,7.89,4.2
May,262.05,92.93,1.0,26.6,6.68,7.89,3.14
May,262.05,92.93,1.0,26.6,6.68,7.89,2.86
May,262.05,92.93,1.0,26.6,6.68,7.89,3.16
May,262.05,92.93,1.0,26.6,6.68,7.89,4.34
May,262.05,92.93,1.0,26.6,6.68,7.89,2.98
May,262.05,92.93,1.0,26.6,6.68,7.89,2.95
May,262.05,92.93,1.0,26.6,6.68,7.89,4.95
May,262.05,92.93,1.0,26.6,6.68,7.89,3.81
May,262.05,92.93,1.0,26.6,6.68,7.89,2.27
May,262.05,92.93,1.0,26.6,6.68,7.89,3.57
May,262.05,92.93,1.0,26.6,6.68,7.89,2.01
May,262.05,92.93,1.0,26.6,6.68,7.89,1.22
May,262.05,92.93,1.0,26.6,6.68,7.89,3.02
May,262.05,92.93,1.0,26.6,6.68,7.89,4.65
May,262.05,92.93,1.0,26.6,6.68,7.89,4.65
May,262.05,92.93,1.0,26.6,6.68,7.89,1.78
May,262.05,92.93,1.0,26.6,6.68,7.89,2.69
May,262.05,92.93,1.0,26.6,6.68,7.89,1.14
May,262.05,92.93,1.0,26.6,6.68,7.89,4.98
May,262.05,92.93,1.0,26.6,6.68,7.89,4.91
May,262.05,92.93,1.0,26.6,6.68,7.89,3.28
May,262.05,92.93,1.0,26.6,6.68,7.89,4.04
May,262.05,92.93,1.0,26.6,6.68,7.89,3.6
May,262.05,92.93,1.0,26.6,6.68,7.89,3.01
May,262.05,92.93,1.0,26.6,6.68,7.89,0.36
May,262.05,92.93,1.0,26.6,6.68,7.89,2.33
May,262.05,92.93,1.0,26.6,6.68,7.89,3.41
May,262.05,92.93,1.0,26.6,6.68,7.89,3.42
May,262.05,92.93,1.0,26.6,6.68,7.89,1.93
May,262.05,92.93,1.0,26.6,6.68,7.89,4.71
May,262.05,92.93,1.0,26.6,6.68,7.89,0.92
May,262.05,92.93,1.0,26.6,6.68,7.89,2.55
May,262.05,92.93,1.0,26.6,6.68,7.89,3.49
May,262.05,92.93,1.0,26.6,6.68,7.89,3.52
May,262.05,92.93,1.0,26.6,6.68,7.89,3.28
May,262.05,92.93,1.0,26.6,6.68,7.89,1.45
May,262.05,92.93,1.0,26.6,6.68,7.89,0.87
May,262.05,92.93,1.0,26.6,6.68,7.89,3.22
May,262.05,92.93,1.0,26.6,6.68,7.89,3.04
May,262.05,92.93,1.0,26.6,6.68,7.89,0.98
May,262.05,92.93,1.0,26.6,6.68,7.89,3.56
May,262.05,92.93,1.0,26.6,6.68,7.89,2.33
May,262.05,92.93,1.0,26.6,6.68,7.89,3.37
May,262.05,92.93,1.0,26.6,6.68,7.89,4.2
May,262.05,92.93,1.0,26.6,6.68,7.89,0.93
May,262.05,92.93,1.0,26.6,6.68,7.89,0.19
May,262.05,92.93,1.0,26.6,6.68,7.89,3.92
May,262.05,92.93,1.0,26.6,6.68,7.89,3.09
May,262.05,92.93,1.0,26.6,6.68,7.89,3.53
May,262.05,92.93,1.0,26.6,6.68,7.89,4.21
May,262.05,92.93,1.0,26.6,6.68,7.89,4.03
May,262.05,92.93,1.0,26.6,6.68,7.89,4.81
May,262.05,92.93,1.0,26.6,6.68,7.89,2.73
May,262.05,92.93,1.0,26.6,6.68,7.89,2.49
May,262.05,92.93,1.0,26.6,6.68,7.89,2.07
May,262.05,92.93,1.0,26.6,6.68,7.89,0.85
May,262.05,92.93,1.0,26.6,6.68,7.89,2.91
May,262.05,92.93,1.0,26.6,6.68,7.89,1.46
May,262.05,92.93,1.0,26.6,6.68,7.89,4.61
May,262.05,92.93,1.0,26.6,6.68,7.89,2.96
May,262.05,92.93,1.0,26.6,6.68,7.89,3.0
May,262.05,92.93,1.0,26.6,6.68,7.89,1.84
May,262.05,92.93,1.0,26.6,6.68,7.89,0.35
May,262.05,92.93,1.0,26.6,6.68,7.89,0.26
May,262.05,92.93,1.0,26.6,6.68,7.89,2.17
May,262.05,92.93,1.0,26.6,6.68,7.89,0.51
May,262.05,92.93,1.0,26.6,6.68,7.89,3.07
May,262.05,92.93,1.0,26.6,6.68,7.89,4.42
May,262.05,92.93,1.0,26.6,6.68,7.89,4.43
May,262.05,92.93,1.0,26.6,6.68,7.89,3.33
May,262.05,92.93,1.0,26.6,6.68,7.89,1.14
May,262.05,92.93,1.0,26.6,6.68,7.89,4.33
May,262.05,92.93,1.0,26.6,6.68,7.89,4.44
May,262.05,92.93,1.0,26.6,6.68,7.89,1.06
May,262.05,92.93,1.0,26.6,6.68,7.89,3.71
May,262.05,92.93,1.0,26.6,6.68,7.89,1.5
May,262.05,92.93,1.0,26.6,6.68,7.89,4.03
May,262.05,92.93,1.0,26.6,6.68,7.89,4.99
May,262.05,92.93,1.0,26.6,6.68,7.89,0.25
May,262.05,92.93,1.0,26.6,6.68,7.89,4.5
May,262.05,92.93,1.0,26.6,6.68,7.89,3.15
May,262.05,92.93,1.0,26.6,6.68,7.89,4.87
May,262.05,92.93,1.0,26.6,6.68,7.89,2.38
May,262.05,92.93,1.0,26.6,6.68,7.89,4.25
May,262.05,92.93,1.0,26.6,6.68,7.89,0.41
May,262.05,92.93,1.0,26.6,6.68,7.89,1.74
May,262.05,92.93,1.0,26.6,6.68,7.89,0.43
May,262.05,92.93,1.0,26.6,6.68,7.89,4.88
May,262.05,92.93,1.0,26.6,6.68,7.89,4.1
May,262.05,92.93,1.0,26.6,6.68,7.89,4.28
May,262.05,92.93,1.0,26.6,6.68,7.89,4.7
May,262.05,92.93,1.0,26.6,6.68,7.89,0.52
May,262.05,92.93,1.0,26.6,6.68,7.89,1.99
May,262.05,92.93,1.0,26.6,6.68,7.89,0.45
May,262.05,92.93,1.0,26.6,6.68,7.89,1.13
May,262.05,92.93,1.0,26.6,6.68,7.89,1.22
May,262.05,92.93,1.0,26.6,6.68,7.89,2.4
May,262.05,92.93,1.0,26.6,6.68,7.89,1.42
May,262.05,92.93,1.0,26.6,6.68,7.89,0.59
May,262.05,92.93,1.0,26.6,6.68,7.89,0.92
May,262.05,92.93,1.0,26.6,6.68,7.89,0.82
May,262.05,92.93,1.0,26.6,6.68,7.89,4.87
May,262.05,92.93,1.0,26.6,6.68,7.89,3.82
May,262.05,92.93,1.0,26.6,6.68,7.89,4.84
May,262.05,92.93,1.0,26.6,6.68,7.89,2.25
May,262.05,92.93,1.0,26.6,6.68,7.89,1.46
May,262.05,92.93,1.0,26.6,6.68,7.89,4.01
May,262.05,92.93,1.0,26.6,6.68,7.89,1.7
May,262.05,92.93,1.0,26.6,6.68,7.89,1.57
May,262.06,92.93,1.0,26.61,6.69,7.89,1.24
May,262.07,92.93,1.0,26.62,6.7,7.89,0.74
May,262.08,92.93,1.0,26.63,6.71,7.89,1.36
May,262.08,92.93,1.0,26.64,6.73,7.89,1.84
May,262.09,92.93,1.0,26.65,6.74,7.89,3.4
May,262.1,92.92,1.0,26.66,6.75,7.89,0.41
May,262.11,92.92,1.0,26.67,6.76,7.89,1.13
May,262.12,92.92,1.0,26.67,6.77,7.89,4.06
May,262.13,92.92,1.0,26.68,6.78,7.89,0.82
May,262.13,92.92,1.0,26.69,6.79,7.89,1.78
May,262.14,92.92,1.0,26.7,6.81,7.89,4.34
May,262.15,92.92,1.0,26.71,6.82,7.89,0.86
May,262.16,92.92,1.0,26.72,6.83,7.89,0.51
May,262.17,92.92,1.0,26.73,6.84,7.89,2.47
May,262.18,92.92,1.0,26.74,6.85,7.89,1.58
May,262.19,92.92,1.0,26.75,6.86,7.89,2.86
May,262.19,92.92,1.0,26.76,6.87,7.89,4.04
May,262.2,92.91,1.0,26.77,6.89,7.89,0.77
May,262.21,92.91,1.0,26.78,6.9,7.89,2.95
May,262.22,92.91,1.0,26.79,6.91,7.89,2.58
May,262.23,92.91,1.0,26.8,6.92,7.89,0.81
May,262.24,92.91,1.0,26.81,6.93,7.89,3.16
May,262.24,92.91,1.0,26.81,6.94,7.89,1.44
May,262.25,92.91,1.0,26.82,6.95,7.89,2.49
May,262.26,92.91,1.0,26.83,6.97,7.89,0.5
May,262.27,92.91,1.0,26.84,6.98,7.89,2.35
May,262.28,92.91,1.0,26.85,6.99,7.89,1.6
May,262.29,92.91,1.0,26.86,7.0,7.89,4.13
May,262.3,92.9,1.0,26.87,7.01,7.89,0.38
May,262.3,92.9,1.0,26.88,7.02,7.89,2.15
May,262.31,92.9,1.0,26.89,7.03,7.89,2.35
May,262.32,92.9,1.0,26.9,7.05,7.89,3.65
May,262.33,92.9,1.0,26.91,7.06,7.89,2.91
May,262.34,92.9,1.0,26.92,7.07,7.89,3.37
May,262.35,92.9,1.0,26.93,7.08,7.89,3.91
May,262.35,92.9,1.0,26.94,7.09,7.89,4.32
May,262.36,92.9,1.0,26.95,7.1,7.89,1.64
May,262.37,92.9,1.0,26.95,7.11,7.89,2.74
May,262.38,92.9,1.0,26.96,7.13,7.89,4.22
May,262.39,92.89,1.0,26.97,7.14,7.89,4.95
May,262.4,92.89,1.0,26.98,7.15,7.89,4.46
May,262.41,92.89,1.0,26.99,7.16,7.89,1.92
May,262.41,92.89,1.0,27.0,7.17,7.89,1.06
May,262.42,92.89,1.0,27.01,7.18,7.89,2.5
May,262.43,92.89,1.0,27.02,7.19,7.89,3.73
May,262.44,92.89,1.0,27.03,7.21,7.88,2.51
May,262.45,92.89,1.0,27.04,7.22,7.88,2.47
May,262.46,92.89,1.0,27.05,7.23,7.88,4.21
May,262.46,92.89,1.0,27.06,7.24,7.88,1.87
May,262.47,92.89,1.0,27.07,7.25,7.88,4.31
May,262.48,92.89,1.0,27.08,7.26,7.88,2.09
May,262.49,92.88,1.0,27.09,7.27,7.88,1.71
May,262.5,92.88,1.0,27.1,7.29,7.88,2.32
May,262.51,92.88,1.0,27.1,7.3,7.88,3.84
May,262.52,92.88,1.0,27.11,7.31,7.88,0.72
May,262.52,92.88,1.0,27.12,7.32,7.88,1.06
May,262.53,92.88,1.0,27.13,7.33,7.88,4.76
May,262.54,92.88,1.0,27.14,7.34,7.88,0.96
May,262.55,92.88,1.0,27.15,7.35,7.88,2.88
May,262.56,92.88,1.0,27.16,7.37,7.88,2.94
May,262.57,92.88,1.0,27.17,7.38,7.88,2.5
May,262.57,92.88,1.0,27.18,7.39,7.88,3.26
May,262.58,92.87,1.0,27.19,7.4,7.88,1.23
May,262.59,92.87,1.0,27.2,7.41,7.88,2.81
May,262.6,92.87,1.0,27.21,7.42,7.88,1.92
May,262.61,92.87,1.0,27.22,7.43,7.88,3.34
May,262.62,92.87,1.0,27.23,7.45,7.88,0.79
May,262.63,92.87,1.0,27.24,7.46,7.88,2.9
May,262.63,92.87,1.0,27.24,7.47,7.88,1.01
May,262.64,92.87,1.0,27.25,7.48,7.88,1.47
May,262.65,92.87,1.0,27.26,7.49,7.88,1.17
May,262.66,92.87,1.0,27.27,7.5,7.88,1.0
May,262.67,92.87,1.0,27.28,7.51,7.88,4.15
May,262.68,92.86,1.0,27.29,7.53,7.88,1.5
May,262.68,92.86,1.0,27.3,7.54,7.88,4.64
May,262.69,92.86,1.0,27.31,7.55,7.88,4.85
May,262.7,92.86,1.0,27.32,7.56,7.88,2.9
May,262.71,92.86,1.0,27.33,7.57,7.88,0.8
May,262.72,92.86,1.0,27.34,7.58,7.88,1.94
May,262.73,92.86,1.0,27.35,7.59,7.88,4.01
May,262.74,92.86,1.0,27.36,7.61,7.88,1.9
May,262.74,92.86,1.0,27.37,7.62,7.88,0.53
May,262.75,92.86,1.0,27.38,7.63,7.88,2.83
May,262.76,92.86,1.0,27.38,7.64,7.88,4.24
May,262.77,92.86,1.0,27.39,7.65,7.88,4.0
May,262.78,92.85,1.0,27.4,7.66,7.88,0.96
May,262.79,92.85,1.0,27.41,7.67,7.88,3.4
May,262.79,92.85,1.0,27.42,7.69,7.88,1.18
May,262.8,92.85,1.0,27.43,7.7,7.88,1.17
May,262.81,92.85,1.0,27.44,7.71,7.88,4.38
June,262.82,92.85,1.0,27.45,7.72,7.88,1.32
June,262.82,92.85,1.0,27.45,7.72,7.88,1.39
June,262.82,92.85,1.0,27.45,7.72,7.88,0.1
June,262.82,92.85,1.0,27.45,7.72,7.88,4.37
June,262.82,92.85,1.0,27.45,7.72,7.88,3.98
June,262.82,92.85,1.0,27.45,7.72,7.88,3.17
June,262.82,92.85,1.0,27.45,7.72,7.88,3.78
June,262.82,92.85,1.0,27.45,7.72,7.88,0.85
June,262.82,92.85,1.0,27.45,7.72,7.88,2.35
June,262.82,92.85,1.0,27.45,7.72,7.88,1.82
June,262.82,92.85,1.0,27.45,7.72,7.88,0.56
June,262.82,92.85,1.0,27.45,7.72,7.88,2.48
June,262.82,92.85,1.0,27.45,7.72,7.88,4.61
June,262.82,92.85,1.0,27.45,7.72,7.88,0.3
June,262.82,92.85,1.0,27.45,7.72,7.88,1.53
June,262.82,92.85,1.0,27.45,7.72,7.88,1.12
June,262.82,92.85,1.0,27.45,7.72,7.88,1.27
June,262.82,92.85,1.0,27.45,7.72,7.88,4.55
June,262.82,92.85,1.0,27.45,7.72,7.88,2.39
June,262.82,92.85,1.0,27.45,7.72,7.88,2.38
June,262.82,92.85,1.0,27.45,7.72,7.88,3.83
June,262.82,92.85,1.0,27.45,7.72,7.88,0.86
June,262.82,92.85,1.0,27.45,7.72,7.88,2.49
June,262.82,92.85,1.0,27.45,7.72,7.88,2.21
June,262.82,92.85,1.0,27.45,7.72,7.88,3.02
June,262.82,92.85,1.0,27.45,7.72,7.88,5.0
June,262.82,92.85,1.0,27.45,7.72,7.88,3.87
June,262.82,92.85,1.0,27.45,7.72,7.88,2.05
June,262.82,92.85,1.0,27.45,7.72,7.88,4.16
June,262.82,92.85,1.0,27.45,7.72,7.88,0.94
June,262.82,92.85,1.0,27.45,7.72,7.88,0.25
June,262.82,92.85,1.0,27.45,7.72,7.88,1.1
June,262.82,92.85,1.0,27.45,7.72,7.88,1.77
June,262.82,92.85,1.0,27.45,7.72,7.88,2.6
June,262.82,92.85,1.0,27.45,7.72,7.88,3.11
June,262.82,92.85,1.0,27.45,7.72,7.88,4.56
June,262.82,92.85,1.0,27.45,7.72,7.88,2.6
June,262.82,92.85,1.0,27.45,7.72,7.88,2.56
June,262.82,92.85,1.0,27.45,7.72,7.88,0.35
June,262.82,92.85,1.0,27.45,7.72,7.88,0.27
June,262.82,92.85,1.0,27.45,7.72,7.88,2.8
June,262.82,92.85,1.0,27.45,7.72,7.88,2.25
June,262.82,92.85,1.0,27.45,7.72,7.88,4.21
June,262.82,92.85,1.0,27.45,7.72,7.88,0.89
June,262.82,92.85,1.0,27.45,7.72,7.88,0.22
June,262.82,92.85,1.0,27.45,7.72,7.88,2.3
June,262.82,92.85,1.0,27.45,7.72,7.88,1.26
June,262.82,92.85,1.0,27.45,7.72,7.88,0.34
June,262.82,92.85,1.0,27.45,7.72,7.88,3.65
June,262.82,92.85,1.0,27.45,7.72,7.88,0.65
June,262.82,92.85,1.0,27.45,7.72,7.88,3.08
June,262.82,92.85,1.0,27.45,7.72,7.88,1.48
June,262.82,92.85,1.0,27.45,7.72,7.88,0.95
June,262.82,92.85,1.0,27.45,7.72,7.88,1.96
June,262.82,92.85,1.0,27.45,7.72,7.88,4.03
June,262.82,92.85,1.0,27.45,7.72,7.88,2.02
June,262.82,92.85,1.0,27.45,7.72,7.88,3.78
June,262.82,92.85,1.0,27.45,7.72,7.88,0.71
June,262.82,92.85,1.0,27.45,7.72,7.88,3.89
June,262.82,92.85,1.0,27.45,7.72,7.88,1.26
June,262.82,92.85,1.0,27.45,7.72,7.88,3.42
June,262.82,92.85,1.0,27.45,7.72,7.88,2.87
June,262.82,92.85,1.0,27.45,7.72,7.88,4.65
June,262.82,92.85,1.0,27.45,7.72,7.88,2.0
June,262.82,92.85,1.0,27.45,7.72,7.88,0.42
June,262.82,92.85,1.0,27.45,7.72,7.88,0.19
June,262.82,92.85,1.0,27.45,7.72,7.88,4.15
June,262.82,92.85,1.0,27.45,7.72,7.88,2.67
June,262.82,92.85,1.0,27.45,7.72,7.88,3.9
June,262.82,92.85,1.0,27.45,7.72,7.88,1.25
June,262.82,92.85,1.0,27.45,7.72,7.88,1.79
June,262.82,92.85,1.0,27.45,7.72,7.88,0.25
June,262.82,92.85,1.0,27.45,7.72,7.88,4.81
June,262.82,92.85,1.0,27.45,7.72,7.88,3.37
June,262.82,92.85,1.0,27.45,7.72,7.88,4.67
June,262.82,92.85,1.0,27.45,7.72,7.88,1.4
June,262.82,92.85,1.0,27.45,7.72,7.88,3.1
June,262.82,92.85,1.0,27.45,7.72,7.88,3.42
June,262.82,92.85,1.0,27.45,7.72,7.88,1.66
June,262.82,92.85,1.0,27.45,7.72,7.88,4.26
June,262.82,92.85,1.0,27.45,7.72,7.88,4.74
June,262.82,92.85,1.0,27.45,7.72,7.88,4.44
June,262.82,92.85,1.0,27.45,7.72,7.88,3.72
June,262.82,92.85,1.0,27.45,7.72,7.88,1.46
June,262.82,92.85,1.0,27.45,7.72,7.88,1.48
June,262.82,92.85,1.0,27.45,7.72,7.88,4.82
June,262.82,92.85,1.0,27.45,7.72,7.88,0.15
June,262.82,92.85,1.0,27.45,7.72,7.88,3.61
June,262.82,92.85,1.0,27.45,7.72,7.88,3.56
June,262.82,92.85,1.0,27.45,7.72,7.88,3.15
June,262.82,92.85,1.0,27.45,7.72,7.88,4.95
June,262.82,92.85,1.0,27.45,7.72,7.88,1.63
June,262.82,92.85,1.0,27.45,7.72,7.88,1.77
June,262.82,92.85,1.0,27.45,7.72,7.88,0.49
June,262.82,92.85,1.0,27.45,7.72,7.88,2.27
June,262.82,92.85,1.0,27.45,7.72,7.88,1.38
June,262.82,92.85,1.0,27.45,7.72,7.88,1.78
June,262.82,92.85,1.0,27.45,7.72,7.88,4.19
June,262.82,92.85,1.0,27.45,7.72,7.88,4.68
June,262.82,92.85,1.0,27.45,7.72,7.88,1.01
June,262.82,92.85,1.0,27.45,7.72,7.88,1.93
June,262.82,92.85,1.0,27.45,7.72,7.88,4.65
June,262.82,92.85,1.0,27.45,7.72,7.88,0.4
June,262.82,92.85,1.0,27.45,7.72,7.88,0.55
June,262.82,92.85,1.0,27.45,7.72,7.88,0.9
June,262.82,92.85,1.0,27.45,7.72,7.88,3.02
June,262.82,92.85,1.0,27.45,7.72,7.88,0.84
June,262.82,92.85,1.0,27.45,7.72,7.88,4.84
June,262.82,92.85,1.0,27.45,7.72,7.88,2.29
June,262.82,92.85,1.0,27.45,7.72,7.88,2.56
June,262.82,92.85,1.0,27.45,7.72,7.88,1.31
June,262.82,92.85,1.0,27.45,7.72,7.88,2.41
June,262.82,92.85,1.0,27.45,7.72,7.88,3.34
June,262.82,92.85,1.0,27.45,7.72,7.88,3.78
June,262.82,92.85,1.0,27.45,7.72,7.88,3.79
June,262.82,92.85,1.0,27.45,7.72,7.88,2.93
June,262.82,92.85,1.0,27.45,7.72,7.88,4.53
June,262.82,92.85,1.0,27.45,7.72,7.88,4.11
June,262.82,92.85,1.0,27.45,7.72,7.88,3.81
June,262.82,92.85,1.0,27.45,7.72,7.88,0.37
June,262.82,92.85,1.0,27.45,7.72,7.88,0.13
June,262.82,92.85,1.0,27.45,7.72,7.88,1.14
June,262.82,92.85,1.0,27.45,7.72,7.88,3.35
June,262.82,92.85,1.0,27.45,7.72,7.88,2.11
June,262.82,92.85,1.0,27.45,7.72,7.88,2.07
June,262.82,92.85,1.0,27.45,7.72,7.88,4.43
June,262.82,92.85,1.0,27.45,7.72,7.88,4.49
June,262.82,92.85,1.0,27.45,7.72,7.88,4.55
June,262.82,92.85,1.0,27.45,7.72,7.88,1.64
June,262.82,92.85,1.0,27.45,7.72,7.88,3.49
June,262.82,92.85,1.0,27.45,7.72,7.88,1.43
June,262.82,92.85,1.0,27.45,7.72,7.88,1.03
June,262.82,92.85,1.0,27.45,7.72,7.88,1.0
June,262.82,92.85,1.0,27.45,7.72,7.88,1.78
June,262.82,92.85,1.0,27.45,7.72,7.88,2.21
June,262.82,92.85,1.0,27.45,7.72,7.88,4.17
